onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
12721.92451	5.9909132	3	1	1	13.0			
12727.93198	1.1914103	3	2	2	18.0			
12729.13172	1.1915002	3	3	2	15.0			
12730.33156	1.1915047	3	4	2	16.0			
12731.53138	1.1915232	3	5	2	25.0			
12732.7397	1.1913557	3	6	2	21.0			
12733.93939	1.1914373	3	7	2	14.0			
12735.1392	1.1916562	3	8	2	11.0			
12736.33905	1.1914637	3	9	2	1.0			
12737.53883	1.1917129	3	10	2	12.0			
12738.7388	1.1914761	3	11	2	20.0			
12739.93865	1.1913165	3	12	2	4.0			
12741.13841	1.191427	3	13	2	22.0			
12742.33834	1.1913088	3	14	2	6.0			
12743.53799	1.1914959	3	15	2	1.0			
12744.73786	1.1914588	3	16	2	21.0			
12745.93765	1.1915016	3	17	2	14.0			
12747.13762	1.1913492	3	18	2	8.0			
12748.33744	1.1914317	3	19	2	19.0			
12749.53712	1.1914936	3	20	2	24.0			
12750.73696	1.1914824	3	21	2	15.0			
12751.93678	1.1914928	3	22	2	16.0			
12753.13672	1.1913755	3	23	2	22.0			
12754.3365	1.1915655	3	24	2	18.0			
12755.53639	1.1913754	3	25	2	8.0			
12756.7361	1.1914568	3	26	2	5.0			
12757.93591	1.1914777	3	27	2	3.0			
12759.13589	1.1913322	3	28	2	10.0			
12760.33557	1.1914454	3	29	2	12.0			
12761.53557	1.1913076	3	30	2	5.0			
12762.73521	1.1914951	3	31	2	4.0			
12763.93503	1.1914994	3	32	2	23.0			
12765.13503	1.1913244	3	33	2	2.0			
12766.33483	1.191339	3	34	2	13.0			
12767.53451	1.1914982	3	35	2	19.0			
12768.73433	1.1915014	3	36	2	10.0			
12769.93416	1.1915179	3	37	2	7.0			
12771.13405	1.1914197	3	38	2	17.0			
12772.3338	1.191476	3	39	2	11.0			
12773.53371	1.1914243	3	40	2	17.0			
12774.73358	1.1913789	3	41	2	2.0			
12775.93331	1.1916538	3	42	2	6.0			
12777.13328	1.1913241	3	43	2	20.0			
12778.33294	1.1915065	3	44	2	23.0			
12779.53278	1.1914464	3	45	2	25.0			
12780.73273	1.1913411	3	46	2	7.0			
12781.9324	1.1914908	3	47	2	24.0			
12783.13223	1.1914921	3	48	2	13.0			
12784.33205	1.1914937	3	49	2	9.0			
12785.53201	1.1913604	3	50	2	3.0			
12786.73171	1.1915056	3	51	2	9.0			
12787.93155	5.9909017	3	52	1	13.0			
12793.93066	1.1914924	3	53	3		2.0	8.0	
12795.1305	1.1915062	3	54	3		2.0	18.0	
12796.33034	1.1914936	3	55	3		2.0	7.0	
12797.53023	1.191432	3	56	3		2.0	13.0	
12798.73847	1.1913344	3	57	3		1.0	18.0	
12799.93826	1.1913325	3	58	3		3.0	9.0	
12801.13809	1.1914919	3	59	3		1.0	5.0	
12802.33796	1.1913208	3	60	3		1.0	16.0	
12803.53761	1.1914558	3	61	3		2.0	1.0	
12804.73757	1.1913479	3	62	3		3.0	16.0	
12805.93726	1.191493	3	63	3		3.0	4.0	
12807.13709	1.1914943	3	64	3		1.0	9.0	
12808.33692	1.1914928	3	65	3		1.0	8.0	
12809.53685	1.1913939	3	66	3		3.0	18.0	
12810.73673	1.1913251	3	67	3		3.0	9.0	
12811.93651	1.1913904	3	68	3		1.0	1.0	
12813.13623	1.1914933	3	69	3		3.0	12.0	
12814.33604	1.1914601	3	70	3		1.0	12.0	
12815.536	1.1913355	3	71	3		2.0	15.0	
12816.73574	1.1914518	3	72	3		1.0	2.0	
12817.93552	1.1915135	3	73	3		1.0	3.0	
