onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
3195.088957	6.0074368	3	1	1	13.0			
3201.104566	1.1914745	3	2	2	17.0			
3202.304402	1.1914755	3	3	2	20.0			
3203.504211	1.1915111	3	4	2	3.0			
3204.704051	1.1915138	3	5	2	16.0			
3205.903899	1.1914993	3	6	2	13.0			
3207.103792	1.1914295	3	7	2	7.0			
3208.303534	1.1915605	3	8	2	19.0			
3209.503423	1.1914875	3	9	2	11.0			
3210.703244	1.1915032	3	10	2	8.0			
3211.903076	1.1914716	3	11	2	25.0			
3213.10288	1.1915265	3	12	2	23.0			
3214.302705	1.1914941	3	13	2	1.0			
3215.502531	1.1914998	3	14	2	4.0			
3216.702363	1.1915174	3	15	2	2.0			
3217.902198	1.1916207	3	16	2	1.0			
3219.102145	1.1913907	3	17	2	13.0			
3220.301882	1.1916173	3	18	2	18.0			
3221.501718	1.1914796	3	19	2	22.0			
3222.701608	1.1914254	3	20	2	24.0			
3223.90138	1.1915009	3	21	2	4.0			
3225.101273	1.1914679	3	22	2	14.0			
3226.301078	1.1915023	3	23	2	9.0			
3227.500884	1.191535	3	24	2	14.0			
3228.700806	1.1914201	3	25	2	12.0			
3229.90056	1.191511	3	26	2	5.0			
3231.10039	1.1915196	3	27	2	24.0			
3232.30023	1.1915091	3	28	2	20.0			
3233.500075	1.191474	3	29	2	6.0			
3234.699892	1.1914818	3	30	2	10.0			
3235.899723	1.1915068	3	31	2	22.0			
3237.09956	1.1914958	3	32	2	10.0			
3238.299535	1.1913857	3	33	2	16.0			
3239.499282	1.1914136	3	34	2	12.0			
3240.699099	1.1914271	3	35	2	18.0			
3241.898876	1.1914791	3	36	2	19.0			
3243.098703	1.1915008	3	37	2	15.0			
3244.298537	1.1914885	3	38	2	21.0			
3245.498361	1.1914829	3	39	2	2.0			
3246.698193	1.1915296	3	40	2	5.0			
3247.89802	1.1914897	3	41	2	21.0			
3249.097855	1.1915552	3	42	2	17.0			
3250.297737	1.1914602	3	43	2	23.0			
3251.497559	1.1914518	3	44	2	15.0			
3252.697351	1.1915091	3	45	2	8.0			
3253.897192	1.1915317	3	46	2	7.0			
3255.097055	1.1915142	3	47	2	9.0			
3256.296901	1.1914763	3	48	2	25.0			
3257.496717	1.1915165	3	49	2	11.0			
3258.696545	1.1915345	3	50	2	6.0			
3259.896403	1.1914648	3	51	2	3.0			
3261.096202	5.9908539	3	52	1	13.0			
3267.095397	1.1914892	3	53	3		2.0	7.0	
3268.295233	1.1914926	3	54	3		2.0	12.0	
3269.495037	1.1915087	3	55	3		1.0	17.0	
3270.694856	1.1915026	3	56	3		3.0	13.0	
3271.894703	1.1915273	3	57	3		1.0	5.0	
3273.09455	1.1915133	3	58	3		1.0	2.0	
3274.294541	1.1913336	3	59	3		1.0	9.0	
3275.494208	1.1916163	3	60	3		3.0	1.0	
3276.694112	1.191441	3	61	3		1.0	11.0	
3277.893898	1.1914552	3	62	3		2.0	6.0	
3279.093706	1.1914796	3	63	3		2.0	4.0	
3280.293532	1.1914881	3	64	3		3.0	2.0	
3281.493356	1.1914955	3	65	3		2.0	16.0	
3282.693187	1.1915135	3	66	3		1.0	5.0	
3283.893021	1.1915458	3	67	3		3.0	14.0	
3285.092854	1.1915654	3	68	3		3.0	9.0	
3286.29273	1.1914918	3	69	3		3.0	16.0	
3287.492549	1.191515	3	70	3		2.0	10.0	
3288.692381	1.191487	3	71	3		2.0	5.0	
3289.892227	1.1914813	3	72	3		3.0	5.0	
3291.092031	1.191501	3	73	3		3.0	11.0	
3292.291863	1.1915501	3	74	3		3.0	15.0	
3293.491739	1.1914939	3	75	3		2.0	14.0	
3294.691701	1.1913702	3	76	3		2.0	17.0	
3295.89137	1.1915046	3	77	3		1.0	8.0	
3297.091203	1.1914843	3	78	3		1.0	7.0	
3298.291178	1.1913809	3	79	3		1.0	14.0	
3299.490892	1.1914453	3	80	3		3.0	4.0	
3300.690692	1.1914927	3	81	3		2.0	18.0	
3301.890545	1.1915057	3	82	3		2.0	3.0	
3303.09038	1.1915024	3	83	3		2.0	8.0	
3304.290386	1.1913325	3	84	3		2.0	11.0	
3305.490162	1.1915561	3	85	3		3.0	14.0	
3306.68998	1.1914141	3	86	3		2.0	17.0	
3307.889727	1.1914988	3	87	3		3.0	2.0	
3309.089557	1.1914983	3	88	3		1.0	4.0	
3310.289386	1.1914665	3	89	3		2.0	11.0	
3311.489201	1.1914914	3	90	3		3.0	9.0	
3312.689011	1.191516	3	91	3		1.0	13.0	
3313.888857	1.1914864	3	92	3		1.0	8.0	
3315.088678	1.191514	3	93	3		1.0	15.0	
3316.288527	1.1915361	3	94	3		3.0	4.0	
3317.488401	1.1914484	3	95	3		3.0	3.0	
3318.68819	1.1916309	3	96	3		3.0	14.0	
3319.888203	1.1913226	3	97	3		3.0	10.0	
3321.08786	1.1915288	3	98	3		2.0	13.0	
3322.287852	1.191372	3	99	3		1.0	4.0	
3323.487559	1.1914845	3	100	3		1.0	12.0	
3324.687403	1.1915602	3	101	3		1.0	5.0	
3325.887254	1.1914446	3	102	3		3.0	4.0	
3327.087017	1.1915433	3	103	3		2.0	2.0	
3328.286885	1.1916456	3	104	3		1.0	1.0	
3329.486724	1.1915133	3	105	3		1.0	16.0	
3330.686573	1.1914723	3	106	3		2.0	1.0	
3331.886379	5.9908485	3	107	1	13.0			
3337.893922	3.5910918	3	108	4				2.0
3341.501694	3.5911638	3	109	4				9.0
3345.109515	3.5911416	3	110	4				3.0
3348.708999	3.5912036	3	111	4				5.0
3352.316842	3.5911494	3	112	4				6.0
3355.924665	3.5911951	3	113	4				1.0
3359.532542	3.5911576	3	114	4				10.0
3363.14036	3.5911596	3	115	4				7.0
3366.748185	3.5911492	3	116	4				8.0
3370.356013	3.5911664	3	117	4				4.0
3373.955502	5.9908476	3	118	1	13.0			
