onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
4972.065206	5.9935527	1	1	1	13.0			
4978.075431	1.1919791	1	2	2	9.0			
4979.275842	1.1920092	1	3	2	11.0			
4980.476143	1.1922518	1	4	2	13.0			
4981.685037	1.1920105	1	5	2	19.0			
4982.893721	1.1920424	1	6	2	13.0			
4984.094077	1.1921418	1	7	2	21.0			
4985.294483	1.1919909	1	8	2	17.0			
4986.494812	1.1922217	1	9	2	6.0			
4987.695344	1.1920697	1	10	2	4.0			
4988.895676	1.1921286	1	11	2	5.0			
4990.096081	1.1920518	1	12	2	8.0			
4991.296474	1.1920477	1	13	2	10.0			
4992.496966	1.1919804	1	14	2	15.0			
4993.697364	1.1919421	1	15	2	1.0			
4994.897738	1.1920553	1	16	2	7.0			
4996.0981	1.192053	1	17	2	24.0			
4997.298572	1.1919523	1	18	2	23.0			
4998.49886	1.1921214	1	19	2	20.0			
4999.699259	1.192058	1	20	2	3.0			
5000.899619	1.1920997	1	21	2	18.0			
5002.100053	1.1921265	1	22	2	25.0			
5003.300525	1.1920573	1	23	2	7.0			
5004.500854	1.1920541	1	24	2	1.0			
5005.701256	1.1920494	1	25	2	2.0			
5006.901645	1.1921577	1	26	2	17.0			
5008.102097	1.1920358	1	27	2	9.0			
5009.302449	1.2004566	1	28	2	11.0			
5010.51127	1.1920348	1	29	2	3.0			
5011.711569	1.1920718	1	30	2	12.0			
5012.912017	1.1920054	1	31	2	21.0			
5014.112329	1.1921445	1	32	2	18.0			
5015.312905	1.1919312	1	33	2	14.0			
5016.513179	1.1921067	1	34	2	23.0			
5017.713654	1.1919004	1	35	2	16.0			
5018.91407	1.1920144	1	36	2	22.0			
5020.114425	1.1920159	1	37	2	16.0			
5021.314851	1.1920018	1	38	2	15.0			
5022.515157	1.1920776	1	39	2	6.0			
5023.715646	1.1919051	1	40	2	12.0			
5024.915917	1.1920599	1	41	2	8.0			
5026.116402	1.1920535	1	42	2	20.0			
5027.316753	1.1928815	1	43	2	4.0			
