onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
90319.56288	5.9935694	3	1	1	13.0			
90325.56479	1.1920762	3	2	2	16.0			
90326.76519	1.1920589	3	3	2	18.0			
90327.9656	1.1920161	3	4	2	16.0			
90329.16598	1.1920698	3	5	2	6.0			
90330.36636	1.1920948	3	6	2	9.0			
90331.56678	1.1920663	3	7	2	2.0			
90332.76719	1.1920537	3	8	2	21.0			
90333.96759	1.1920447	3	9	2	12.0			
90335.16798	1.1920615	3	10	2	3.0			
90336.36839	1.1920587	3	11	2	5.0			
90337.56878	1.192113	3	12	2	9.0			
90338.76918	1.1920701	3	13	2	25.0			
90339.96959	1.1920561	3	14	2	6.0			
90341.17007	1.1919818	3	15	2	7.0			
90342.37039	1.1920583	3	16	2	20.0			
90343.57078	1.1920668	3	17	2	21.0			
90344.77118	1.1920416	3	18	2	8.0			
90345.97156	1.1920842	3	19	2	18.0			
90347.17199	1.192167	3	20	2	10.0			
90348.37239	1.1920604	3	21	2	19.0			
90349.57278	1.1920673	3	22	2	17.0			
90350.77318	1.1920314	3	23	2	23.0			
90351.97358	1.1920649	3	24	2	1.0			
90353.17395	1.1921015	3	25	2	11.0			
90354.37443	1.1920251	3	26	2	10.0			
90355.5748	1.1920513	3	27	2	23.0			
90356.77519	1.1920696	3	28	2	3.0			
90357.97558	1.1920641	3	29	2	22.0			
90359.17598	1.1920676	3	30	2	17.0			
90360.37638	1.1920245	3	31	2	24.0			
90361.57678	1.1920645	3	32	2	13.0			
90362.77719	1.1920622	3	33	2	4.0			
90363.97755	1.1920956	3	34	2	1.0			
90365.17799	1.1921443	3	35	2	24.0			
90366.37836	1.1920823	3	36	2	20.0			
90367.57878	1.1920258	3	37	2	19.0			
90368.77915	1.1920968	3	38	2	5.0			
90369.97958	1.192043	3	39	2	4.0			
90371.17999	1.1920606	3	40	2	11.0			
90372.38048	1.1920248	3	41	2	15.0			
90373.58076	1.1920937	3	42	2	13.0			
90374.78121	1.1920347	3	43	2	15.0			
90375.98158	1.1920299	3	44	2	25.0			
90377.18198	1.1920679	3	45	2	14.0			
90378.38233	1.1920891	3	46	2	7.0			
90379.58278	1.1920734	3	47	2	8.0			
90380.78318	1.1920187	3	48	2	2.0			
90381.98357	1.192077	3	49	2	22.0			
90383.18399	1.1920513	3	50	2	14.0			
90384.38438	1.1920699	3	51	2	12.0			
90385.58478	5.9936652	3	52	1	13.0			
90391.58678	1.1920737	3	53	3		1.0	9.0	
90392.78718	1.1920643	3	54	3		1.0	6.0	
90393.98759	1.1921046	3	55	3		3.0	13.0	
90395.18799	1.192059	3	56	3		2.0	18.0	
90396.38838	1.1920626	3	57	3		1.0	14.0	
90397.58879	1.1920643	3	58	3		1.0	3.0	
90398.78919	1.1921171	3	59	3		2.0	11.0	
90399.98959	1.1920663	3	60	3		2.0	8.0	
90401.18999	1.1920392	3	61	3		1.0	4.0	
90402.39038	1.1920668	3	62	3		2.0	3.0	
90403.59077	1.1920807	3	63	3		1.0	11.0	
90404.79118	1.192041	3	64	3		1.0	2.0	
90405.99158	1.1920628	3	65	3		2.0	1.0	
90407.19199	1.1920561	3	66	3		3.0	18.0	
90408.39238	1.1920654	3	67	3		3.0	12.0	
90409.59279	1.192141	3	68	3		2.0	16.0	
90410.79318	1.1920671	3	69	3		3.0	7.0	
90411.99358	1.1920661	3	70	3		2.0	17.0	
90413.19391	1.192133	3	71	3		3.0	6.0	
90414.39438	1.1920337	3	72	3		1.0	1.0	
90415.59481	1.1919487	3	73	3		1.0	8.0	
90416.79524	1.1920048	3	74	3		2.0	8.0	
90417.99558	1.1920329	3	75	3		3.0	1.0	
90419.19599	1.1920573	3	76	3		3.0	14.0	
90420.39639	1.1920658	3	77	3		1.0	10.0	
90421.59678	1.1920401	3	78	3		3.0	16.0	
90422.79715	1.192102	3	79	3		2.0	5.0	
90423.99754	1.1921636	3	80	3		3.0	6.0	
90425.19799	1.1920573	3	81	3		3.0	12.0	
90426.39839	1.1920637	3	82	3		3.0	5.0	
90427.59878	1.1920703	3	83	3		2.0	11.0	
90428.79916	1.1920906	3	84	3		1.0	12.0	
90429.99959	1.192063	3	85	3		2.0	18.0	
90431.19998	1.1920645	3	86	3		3.0	3.0	
90432.40035	1.1920976	3	87	3		1.0	3.0	
90433.60078	1.1920315	3	88	3		2.0	12.0	
90434.80118	1.1919969	3	89	3		2.0	13.0	
90436.00161	1.1921352	3	90	3		2.0	9.0	
90437.20198	1.1922367	3	91	3		1.0	17.0	
90438.40238	1.1920702	3	92	3		3.0	10.0	
90439.60278	1.1920664	3	93	3		3.0	18.0	
90440.80319	1.1921666	3	94	3		2.0	6.0	
90442.00359	1.1919872	3	95	3		3.0	2.0	
90443.20399	1.1920646	3	96	3		1.0	15.0	
90444.40439	1.1920591	3	97	3		3.0	9.0	
90445.60479	1.1920703	3	98	3		1.0	13.0	
90446.80519	1.1920546	3	99	3		2.0	7.0	
90448.00559	1.1920624	3	100	3		3.0	17.0	
90449.20599	1.1920289	3	101	3		2.0	2.0	
90450.40635	1.1921134	3	102	3		1.0	7.0	
90451.60679	1.1920662	3	103	3		1.0	18.0	
90452.80719	1.1920656	3	104	3		3.0	11.0	
90454.00764	1.1920049	3	105	3		1.0	5.0	
90455.20799	1.1920673	3	106	3		2.0	10.0	
90456.40839	5.9936705	3	107	1	13.0			
90462.41873	3.5928619	3	108	4				6.0
90466.02827	3.5928586	3	109	4				3.0
90469.63781	3.5928543	3	110	4				8.0
90473.24734	3.5928691	3	111	4				2.0
90476.85688	3.5928566	3	112	4				1.0
90480.46641	3.5928937	3	113	4				4.0
90484.07595	3.5928648	3	114	4				7.0
90487.68548	3.5928352	3	115	4				10.0
90491.29502	3.5928244	3	116	4				9.0
90494.90456	3.5928596	3	117	4				5.0
90498.50576	5.9935763	3	118	1	13.0			
