onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
90079.61624	6.0103054	2	1	1	13.0			
90085.63488	1.1920503	2	2	2	25.0			
90086.83526	1.1920805	2	3	2	12.0			
90088.03568	1.1920733	2	4	2	13.0			
90089.23607	1.1920622	2	5	2	5.0			
90090.43647	1.1920615	2	6	2	25.0			
90091.63687	1.1920686	2	7	2	22.0			
90092.83733	1.1920757	2	8	2	21.0			
90094.03767	1.1920705	2	9	2	2.0			
90095.23807	1.1920631	2	10	2	3.0			
90096.43848	1.192066	2	11	2	14.0			
90097.63887	1.1920674	2	12	2	18.0			
90098.83927	1.192065	2	13	2	16.0			
90100.03968	1.1920609	2	14	2	3.0			
90101.24007	1.1920631	2	15	2	16.0			
90102.44047	1.1920614	2	16	2	22.0			
90103.64087	1.1920658	2	17	2	13.0			
90104.84127	1.1920537	2	18	2	15.0			
90106.04167	1.192097	2	19	2	9.0			
90107.24206	1.1920655	2	20	2	15.0			
90108.44246	1.1920721	2	21	2	2.0			
90109.64286	1.1920644	2	22	2	1.0			
90110.84326	1.1920622	2	23	2	24.0			
90112.04367	1.1921559	2	24	2	20.0			
90113.24406	1.1920691	2	25	2	1.0			
90114.44446	1.1920783	2	26	2	10.0			
90115.64486	1.1920671	2	27	2	18.0			
90116.84527	1.1920554	2	28	2	11.0			
90118.04564	1.1920401	2	29	2	19.0			
90119.24606	1.1920463	2	30	2	17.0			
90120.44642	1.1920658	2	31	2	7.0			
90121.64686	1.1920214	2	32	2	4.0			
90122.84726	1.1920723	2	33	2	6.0			
90124.04766	1.1920587	2	34	2	12.0			
90125.24806	1.1920721	2	35	2	4.0			
90126.44845	1.1920744	2	36	2	11.0			
90127.64884	1.1920814	2	37	2	9.0			
90128.84926	1.1920327	2	38	2	19.0			
90130.04965	1.1920622	2	39	2	24.0			
90131.25006	1.1920572	2	40	2	10.0			
90132.45045	1.1920733	2	41	2	8.0			
90133.65091	1.1920092	2	42	2	6.0			
90134.85126	1.1920629	2	43	2	7.0			
90136.05165	1.1920618	2	44	2	20.0			
90137.25202	1.1920955	2	45	2	23.0			
