onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
85810.54215	6.0018857	3	1	1	13.0			
85816.55234	1.1920987	3	2	2	17.0			
85817.75277	1.1919836	3	3	2	19.0			
85818.9531	1.1921456	3	4	2	25.0			
85820.162	1.1919648	3	5	2	5.0			
85821.37078	1.1919034	3	6	2	13.0			
85822.57101	1.1920989	3	7	2	2.0			
85823.77147	1.1919905	3	8	2	7.0			
85824.97182	1.1921959	3	9	2	3.0			
85826.17227	1.1920809	3	10	2	14.0			
85827.37277	1.1919454	3	11	2	11.0			
85828.57312	1.1920612	3	12	2	7.0			
85829.7735	1.1920058	3	13	2	9.0			
85830.97395	1.1919057	3	14	2	24.0			
85832.17432	1.1919934	3	15	2	23.0			
85833.37476	1.1918835	3	16	2	20.0			
85834.57499	1.1921159	3	17	2	19.0			
85835.77548	1.1921318	3	18	2	3.0			
85836.97595	1.1918848	3	19	2	24.0			
85838.17632	1.1919918	3	20	2	10.0			
85839.37658	1.1921625	3	21	2	9.0			
85840.57707	1.1920419	3	22	2	22.0			
85841.77746	1.1920461	3	23	2	18.0			
85842.97782	1.1920953	3	24	2	6.0			
85844.17836	1.1919607	3	25	2	14.0			
85845.37866	1.1920705	3	26	2	16.0			
85846.57909	1.1921505	3	27	2	12.0			
85847.77948	1.1921529	3	28	2	8.0			
85848.97991	1.1919964	3	29	2	12.0			
85850.18031	1.1920221	3	30	2	1.0			
85851.38064	1.1921306	3	31	2	20.0			
85852.58102	1.1920274	3	32	2	11.0			
85853.78153	1.1919895	3	33	2	16.0			
85854.98195	1.1920358	3	34	2	1.0			
85856.18231	1.192007	3	35	2	4.0			
85857.38276	1.191953	3	36	2	23.0			
85858.5831	1.1920126	3	37	2	13.0			
85859.78343	1.1920906	3	38	2	21.0			
85860.98396	1.1919517	3	39	2	15.0			
85862.18439	1.1920104	3	40	2	25.0			
85863.38466	1.1920584	3	41	2	2.0			
85864.58512	1.1919215	3	42	2	10.0			
85865.78542	1.1920137	3	43	2	4.0			
85866.98581	1.1921073	3	44	2	6.0			
85868.18619	1.1921319	3	45	2	15.0			
85869.3867	1.1919583	3	46	2	21.0			
85870.58712	1.1919518	3	47	2	8.0			
85871.78745	1.1920695	3	48	2	22.0			
85872.98792	1.1919656	3	49	2	5.0			
85874.18835	1.191977	3	50	2	17.0			
85875.38877	1.1919442	3	51	2	18.0			
85876.58915	5.9936682	3	52	1	13.0			
85882.59946	1.191954	3	53	3		3.0	9.0	
85883.80827	1.1919556	3	54	3		3.0	17.0	
85885.00851	1.1920789	3	55	3		2.0	5.0	
85886.20893	1.1920639	3	56	3		3.0	3.0	
85887.41761	1.1921031	3	57	3		2.0	15.0	
85888.61821	1.191927	3	58	3		3.0	13.0	
85889.81858	1.1918718	3	59	3		2.0	14.0	
85891.01883	1.1921746	3	60	3		1.0	1.0	
85892.21937	1.1919569	3	61	3		1.0	2.0	
85893.41977	1.1919621	3	62	3		3.0	7.0	
85894.62021	1.1918534	3	63	3		2.0	1.0	
85895.82047	1.1920583	3	64	3		1.0	6.0	
85897.02084	1.192056	3	65	3		3.0	10.0	
85898.22121	1.192042	3	66	3		1.0	5.0	
85899.4217	1.1920441	3	67	3		1.0	8.0	
85900.62207	1.1920692	3	68	3		3.0	12.0	
85901.82248	1.1920594	3	69	3		1.0	13.0	
85903.02298	1.1918802	3	70	3		2.0	17.0	
85904.22333	1.1920013	3	71	3		2.0	3.0	
85905.42377	1.1919623	3	72	3		3.0	18.0	
85906.62401	1.1921277	3	73	3		3.0	5.0	
85907.82448	1.1919796	3	74	3		2.0	13.0	
85909.02498	1.191913	3	75	3		3.0	15.0	
85910.22538	1.1919717	3	76	3		2.0	8.0	
85911.4257	1.1921043	3	77	3		2.0	7.0	
85912.62608	1.1920395	3	78	3		2.0	6.0	
85913.82647	1.1920686	3	79	3		3.0	16.0	
85915.02702	1.1919497	3	80	3		1.0	3.0	
85916.22733	1.1920901	3	81	3		1.0	4.0	
85917.42761	1.1921332	3	82	3		1.0	9.0	
85918.62815	1.1919913	3	83	3		2.0	16.0	
85919.82859	1.1919587	3	84	3		2.0	9.0	
85921.02893	1.1919325	3	85	3		1.0	7.0	
85922.22924	1.1921362	3	86	3		3.0	18.0	
85923.42964	1.1921076	3	87	3		2.0	8.0	
85924.63015	1.1919973	3	88	3		2.0	11.0	
85925.83059	1.1918966	3	89	3		3.0	11.0	
85927.03088	1.1921003	3	90	3		2.0	14.0	
85928.23129	1.1920626	3	91	3		2.0	2.0	
85929.43185	1.1918975	3	92	3		1.0	17.0	
85930.63215	1.192776173	3	93	3		1.0	18.0	
85931.83249	1.1920604	3	94	3		3.0	1.0	
85933.03289	1.1920576	3	95	3		3.0	7.0	
85934.23339	1.191954	3	96	3		2.0	9.0	
85935.43382	1.1919383	3	97	3		1.0	15.0	
85936.63423	1.1918796	3	98	3		1.0	11.0	
85937.83446	1.1920891	3	99	3		3.0	12.0	
85939.03486	1.1920314	3	100	3		3.0	2.0	
85940.23522	1.1920984	3	101	3		1.0	10.0	
85941.4358	1.1919793	3	102	3		1.0	14.0	
85942.63619	1.1919643	3	103	3		1.0	12.0	
85943.8366	1.1919509	3	104	3		3.0	4.0	
85945.03697	1.191925	3	105	3		1.0	16.0	
85946.23735	1.1921703	3	106	3		2.0	4.0	
85947.43777	5.9936794	3	107	1	13.0			
85953.44811	3.5927056	3	108	4				3.0
85957.06602	3.5927526	3	109	4				1.0
85960.68386	3.5927365	3	110	4				7.0
85964.29329	3.5928959	3	111	4				4.0
85967.91122	3.5928828	3	112	4				9.0
85971.52077	3.5928905	3	113	4				2.0
85975.1386	3.5929265	3	114	4				10.0
85978.75648	3.5928521	3	115	4				6.0
85982.37441	3.5927613	3	116	4				5.0
85985.99235	3.5927041	3	117	4				8.0
85989.59341	5.9937594	3	118	1	13.0			
