onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
9901.925764	6.0102641	2	1	1	13.0			
9907.944293	1.19225	2	2	2	1.0			
9909.14475	1.1919774	2	3	2	14.0			
9910.345108	1.1921684	2	4	2	8.0			
9911.553841	1.2004722	2	5	2	7.0			
9912.771103	1.1920057	2	6	2	16.0			
9913.971394	1.1920522	2	7	2	17.0			
9915.171891	1.1919334	2	8	2	23.0			
9916.372096	1.1921653	2	9	2	24.0			
9917.572744	1.1918987	2	10	2	4.0			
9918.773096	1.1919539	2	11	2	3.0			
9919.97339	1.1920535	2	12	2	2.0			
9921.173894	1.19198	2	13	2	13.0			
9922.374184	1.1920221	2	14	2	12.0			
9923.574552	1.192089	2	15	2	13.0			
9924.775088	1.1920064	2	16	2	5.0			
9925.975385	1.1920558	2	17	2	16.0			
9927.175821	1.1919718	2	18	2	21.0			
9928.376236	1.191935	2	19	2	19.0			
9929.576657	1.1920423	2	20	2	9.0			
9930.776982	1.1921067	2	21	2	21.0			
9931.977383	1.1920519	2	22	2	10.0			
9933.177887	1.191989	2	23	2	25.0			
9934.37824	1.1919993	2	24	2	11.0			
9935.578538	1.1920572	2	25	2	19.0			
9936.779039	1.1919979	2	26	2	10.0			
9937.979459	1.1919817	2	27	2	6.0			
9939.179845	1.1919877	2	28	2	7.0			
9940.380278	1.1920258	2	29	2	22.0			
9941.580531	1.1921409	2	30	2	4.0			
9942.780979	1.1920661	2	31	2	11.0			
9943.981425	1.192025	2	32	2	25.0			
9945.181876	1.1919561	2	33	2	18.0			
9946.382206	1.1919902	2	34	2	3.0			
9947.582657	1.1919479	2	35	2	17.0			
9948.783042	1.1920151	2	36	2	24.0			
9949.983427	1.1920038	2	37	2	8.0			
9951.183824	1.1920079	2	38	2	5.0			
9952.384277	1.1920062	2	39	2	2.0			
9953.584583	1.1919806	2	40	2	18.0			
9954.78508	1.1919084	2	41	2	12.0			
9955.985463	1.1919357	2	42	2	23.0			
9957.185879	1.1919212	2	43	2	15.0			
9958.38621	1.1919805	2	44	2	6.0			
9959.58667	1.1919497	2	45	2	20.0			
9960.787078	1.1921173	2	46	2	1.0			
9961.987376	1.1920092	2	47	2	14.0			
9963.187829	1.192009	2	48	2	9.0			
9964.38817	1.1920516	2	49	2	22.0			
9965.588671	1.1919525	2	50	2	15.0			
9966.789071	1.1919554	2	51	2	20.0			
9967.989365	5.9937677	2	52	1	13.0			
9973.999702	1.192055	2	53	3		3.0	9.0	
9975.208587	1.1919042	2	54	3		2.0	15.0	
9976.408836	1.1920589	2	55	3		1.0	4.0	
9977.609336	1.1918798	2	56	3		1.0	8.0	
9978.818069	1.1919618	2	57	3		3.0	4.0	
9980.018378	1.1919781	2	58	3		2.0	1.0	
9981.218833	1.1919934	2	59	3		2.0	13.0	
9982.419085	1.1921732	2	60	3		3.0	16.0	
9983.619575	1.1921003	2	61	3		2.0	11.0	
9984.819967	1.1919938	2	62	3		1.0	17.0	
9986.020455	1.1919732	2	63	3		1.0	2.0	
9987.220829	1.1920531	2	64	3		2.0	5.0	
9988.42121	1.1920146	2	65	3		2.0	10.0	
9989.621562	1.1920185	2	66	3		3.0	15.0	
9990.822079	1.191944	2	67	3		2.0	3.0	
9992.022471	1.1919554	2	68	3		1.0	6.0	
9993.222791	1.1920738	2	69	3		2.0	14.0	
9994.423167	1.1921267	2	70	3		2.0	18.0	
9995.623543	1.1920407	2	71	3		3.0	7.0	
9996.824071	1.1919226	2	72	3		2.0	4.0	
9998.024299	1.1921237	2	73	3		2.0	8.0	
9999.224864	1.1918707	2	74	3		3.0	17.0	
10000.42524	1.1919833	2	75	3		2.0	13.0	
10001.62571	1.1919592	2	76	3		3.0	11.0	
10002.82605	1.1919506	2	77	3		2.0	2.0	
10004.02643	1.1920069	2	78	3		1.0	11.0	
10005.22698	1.1918362	2	79	3		2.0	17.0	
10006.42723	1.1919943	2	80	3		1.0	2.0	
10007.62767	1.1919453	2	81	3		2.0	6.0	
10008.82795	1.1921321	2	82	3		1.0	15.0	
10010.02835	1.1920547	2	83	3		1.0	14.0	
10011.22877	1.1920499	2	84	3		3.0	7.0	
10012.42927	1.1919464	2	85	3		3.0	15.0	
10013.62966	1.1919584	2	86	3		1.0	7.0	
10014.82993	1.1920907	2	87	3		2.0	9.0	
10016.03047	1.1919279	2	88	3		2.0	12.0	
10017.23075	1.1920622	2	89	3		3.0	2.0	
10018.43125	1.1920094	2	90	3		1.0	3.0	
10019.63152	1.1920688	2	91	3		1.0	5.0	
10020.83196	1.192051	2	92	3		1.0	15.0	
10022.03237	1.1921516	2	93	3		3.0	13.0	
10023.23283	1.1919919	2	94	3		1.0	8.0	
10024.43326	1.1919965	2	95	3		3.0	6.0	
10025.63356	1.1920582	2	96	3		3.0	5.0	
10026.83406	1.1920178	2	97	3		3.0	14.0	
10028.03432	1.1920491	2	98	3		3.0	8.0	
10029.23482	1.1920205	2	99	3		1.0	14.0	
