onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
4001.672818	5.9990429	2	1	1	13.0			
4007.688578	1.1914314	2	2	2	15.0			
4008.888371	1.1915245	2	3	2	12.0			
4010.088268	1.1913837	2	4	2	6.0			
4011.296474	1.1913707	2	5	2	16.0			
4012.496176	1.1916263	2	6	2	3.0			
4013.696135	1.1913584	2	7	2	7.0			
4014.895963	1.1913833	2	8	2	10.0			
4016.09568	1.1914937	2	9	2	4.0			
4017.295666	1.1913407	2	10	2	5.0			
4018.495341	1.1914674	2	11	2	9.0			
4019.695315	1.1913338	2	12	2	3.0			
4020.894986	1.1915184	2	13	2	2.0			
4022.094834	1.1914777	2	14	2	18.0			
4023.294846	1.1913123	2	15	2	25.0			
4024.494489	1.1914854	2	16	2	19.0			
4025.694304	1.1914877	2	17	2	20.0			
4026.894125	1.1914856	2	18	2	11.0			
4028.093968	1.1915958	2	19	2	10.0			
4029.293797	1.1914955	2	20	2	13.0			
4030.493836	1.1913019	2	21	2	8.0			
4031.693459	1.191484	2	22	2	1.0			
4032.893422	1.1913532	2	23	2	12.0			
4034.093126	1.191629	2	24	2	24.0			
4035.292946	1.1914964	2	25	2	21.0			
4036.492759	1.1915286	2	26	2	24.0			
4037.692604	1.1915089	2	27	2	23.0			
4038.892448	1.1914824	2	28	2	2.0			
4040.09226	1.1914884	2	29	2	15.0			
4041.292092	1.1915402	2	30	2	21.0			
4042.491937	1.1914517	2	31	2	20.0			
4043.69189	1.1913591	2	32	2	9.0			
4044.891584	1.1914717	2	33	2	17.0			
4046.091396	1.1915013	2	34	2	25.0			
4047.291243	1.1914816	2	35	2	11.0			
4048.491061	1.1914945	2	36	2	8.0			
4049.690887	1.1914989	2	37	2	17.0			
4050.890827	1.1913568	2	38	2	4.0			
4052.090695	1.1913639	2	39	2	23.0			
4053.290392	1.1914847	2	40	2	5.0			
4054.490352	1.1913539	2	41	2	16.0			
4055.690035	1.1914843	2	42	2	18.0			
4056.890004	1.1913644	2	43	2	19.0			
4058.089703	1.1915059	2	44	2	13.0			
4059.28954	1.1914739	2	45	2	6.0			
4060.48941	1.1914751	2	46	2	7.0			
4061.689219	1.1914958	2	47	2	22.0			
4062.889041	1.1914996	2	48	2	1.0			
