onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
85322.36293	5.9935475	1	1	1	13.0			
85328.37316	1.1920671	1	2	2	4.0			
85329.57355	1.1919939	1	3	2	2.0			
85330.7739	1.1920834	1	4	2	17.0			
85331.9828	1.1919488	1	5	2	12.0			
85333.19139	1.2005134	1	6	2	7.0			
85334.40016	1.1920468	1	7	2	1.0			
85335.60069	1.1919624	1	8	2	24.0			
85336.80095	1.1920692	1	9	2	25.0			
85338.00141	1.1920053	1	10	2	11.0			
85339.20188	1.1919141	1	11	2	19.0			
85340.40213	1.1920813	1	12	2	11.0			
85341.60265	1.1919493	1	13	2	5.0			
85342.80298	1.1920171	1	14	2	16.0			
85344.00339	1.1920157	1	15	2	25.0			
85345.20374	1.1920585	1	16	2	7.0			
85346.40425	1.1919461	1	17	2	1.0			
85347.60466	1.1919406	1	18	2	16.0			
85348.80504	1.192026	1	19	2	18.0			
85350.0053	1.1920532	1	20	2	22.0			
85351.20566	1.1921107	1	21	2	17.0			
85352.40623	1.19199	1	22	2	3.0			
85353.60662	1.1919604	1	23	2	10.0			
85354.80698	1.1920003	1	24	2	15.0			
85356.00735	1.1920309	1	25	2	10.0			
85357.20769	1.1920432	1	26	2	13.0			
85358.40812	1.1920615	1	27	2	8.0			
85359.60866	1.1918788	1	28	2	22.0			
85360.80902	1.1919176	1	29	2	24.0			
85362.00942	1.1919558	1	30	2	19.0			
85363.20982	1.1919711	1	31	2	13.0			
85364.41022	1.1919534	1	32	2	23.0			
85365.61061	1.1920446	1	33	2	14.0			
85366.81089	1.1919863	1	34	2	12.0			
85368.01121	1.1921475	1	35	2	18.0			
85369.21166	1.1921082	1	36	2	23.0			
85370.41211	1.1919717	1	37	2	15.0			
85371.61256	1.1920057	1	38	2	14.0			
85372.81291	1.1920567	1	39	2	9.0			
85374.0133	1.1920572	1	40	2	20.0			
85375.2138	1.1919537	1	41	2	21.0			
85376.4142	1.1919612	1	42	2	2.0			
85377.6145	1.1920625	1	43	2	6.0			
85378.815	1.1919208	1	44	2	20.0			
85380.0154	1.1920751	1	45	2	8.0			
85381.21569	1.1920569	1	46	2	3.0			
85382.41612	1.1920267	1	47	2	4.0			
85383.61649	1.1920579	1	48	2	6.0			
85384.8169	1.1920438	1	49	2	9.0			
85386.01725	1.192092	1	50	2	21.0			
85387.21767	1.1920739	1	51	2	5.0			
85388.41809	5.9936465	1	52	1	13.0			
85394.42852	1.1919179	1	53	3		3.0	13.0	
85395.62874	1.1921323	1	54	3		3.0	7.0	
85396.82935	1.191917	1	55	3		3.0	5.0	
85398.02966	1.1920161	1	56	3		2.0	15.0	
85399.23839	1.1919736	1	57	3		3.0	1.0	
85400.43889	1.1918829	1	58	3		1.0	17.0	
85401.63921	1.1918811	1	59	3		1.0	4.0	
85402.83954	1.1920689	1	60	3		2.0	11.0	
85404.04001	1.1920063	1	61	3		2.0	5.0	
85405.24035	1.1920936	1	62	3		1.0	14.0	
85406.44074	1.1920629	1	63	3		3.0	8.0	
85407.64114	1.1920586	1	64	3		2.0	16.0	
85408.84152	1.1920782	1	65	3		3.0	14.0	
85410.04194	1.1920289	1	66	3		1.0	16.0	
85411.24231	1.1920938	1	67	3		2.0	3.0	
85412.44284	1.1919548	1	68	3		2.0	9.0	
85413.64316	1.1920458	1	69	3		2.0	16.0	
85414.84354	1.1920531	1	70	3		2.0	6.0	
85416.04391	1.1920818	1	71	3		3.0	4.0	
85417.24444	1.1919975	1	72	3		1.0	10.0	
85418.44477	1.1920848	1	73	3		1.0	15.0	
85419.64513	1.1920209	1	74	3		3.0	12.0	
85420.84553	1.1920117	1	75	3		3.0	18.0	
85422.04593	1.1920585	1	76	3		1.0	12.0	
85423.24633	1.19206	1	77	3		1.0	18.0	
85424.44673	1.1920533	1	78	3		3.0	9.0	
85425.64719	1.1919456	1	79	3		1.0	9.0	
85426.8475	1.1920915	1	80	3		2.0	16.0	
85428.0479	1.1921859	1	81	3		2.0	2.0	
85429.2483	1.1920564	1	82	3		3.0	3.0	
85430.44873	1.1920805	1	83	3		3.0	7.0	
85431.64921	1.1919105	1	84	3		1.0	2.0	
85432.84958	1.1919988	1	85	3		3.0	14.0	
85434.04992	1.1920199	1	86	3		1.0	1.0	
85435.25039	1.1920377	1	87	3		2.0	14.0	
85436.45073	1.1920466	1	88	3		3.0	5.0	
85437.65109	1.1920931	1	89	3		3.0	6.0	
85438.85151	1.192033	1	90	3		1.0	3.0	
85440.05198	1.1919959	1	91	3		3.0	14.0	
85441.25242	1.1918431	1	92	3		1.0	7.0	
85442.45285	1.1919316	1	93	3		2.0	7.0	
85443.65312	1.1921014	1	94	3		2.0	13.0	
85444.8535	1.1920752	1	95	3		1.0	13.0	
85446.05397	1.1919505	1	96	3		2.0	18.0	
85447.25438	1.1919895	1	97	3		1.0	8.0	
85448.45471	1.1920322	1	98	3		1.0	11.0	
85449.6552	1.1920489	1	99	3		2.0	13.0	
85450.85551	1.1920163	1	100	3		3.0	18.0	
85452.05602	1.1919285	1	101	3		3.0	3.0	
85453.25638	1.1919852	1	102	3		2.0	8.0	
85454.45668	1.1920202	1	103	3		1.0	5.0	
85455.65707	1.1920978	1	104	3		2.0	10.0	
85456.85747	1.1921244	1	105	3		1.0	6.0	
85458.05783	1.1921464	1	106	3		2.0	4.0	
85459.2584	5.9935631	1	107	1	13.0			
85465.27704	3.6094428	1	108	4				8.0
85468.9116	3.5927823	1	109	4				6.0
85472.52957	3.5926833	1	110	4				5.0
85476.14732	3.5928135	1	111	4				2.0
85479.76522	3.5927352	1	112	4				1.0
85483.38311	3.5928742	1	113	4				4.0
85487.00085	3.5929068	1	114	4				7.0
85490.61874	3.5927865	1	115	4				9.0
85494.23669	3.5927811	1	116	4				10.0
85497.85459	3.5927728	1	117	4				3.0
85501.45562	5.9937038	1	118	1	13.0			
