onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
2522.585898	5.9907668	3	1	1	13.0			
2528.584999	1.1915247	3	2	2	7.0			
2529.785091	1.191243908	3	3	2	6.0			
2530.984701	1.1914664	3	4	2	18.0			
2532.184583	1.1913916	3	5	2	19.0			
2533.384302	1.191535	3	6	2	8.0			
2534.584261	1.1913707	3	7	2	23.0			
2535.783964	1.1915823	3	8	2	16.0			
2536.983935	1.191526	3	9	2	9.0			
2538.183669	1.1914421	3	10	2	22.0			
2539.383444	1.1915076	3	11	2	2.0			
2540.583285	1.1916372	3	12	2	14.0			
2541.783136	1.1914853	3	13	2	11.0			
2542.982947	1.1914729	3	14	2	2.0			
2544.182741	1.1915166	3	15	2	25.0			
2545.382714	1.191389	3	16	2	19.0			
2546.582435	1.1914654	3	17	2	21.0			
2547.782338	1.191504	3	18	2	1.0			
2548.982063	1.1915105	3	19	2	5.0			
2550.18191	1.1915021	3	20	2	24.0			
2551.381853	1.1913871	3	21	2	6.0			
2552.58173	1.1913364	3	22	2	16.0			
2553.781465	1.1914429	3	23	2	7.0			
2554.981242	1.191479	3	24	2	10.0			
2556.181049	1.19147	3	25	2	18.0			
2557.380986	1.1913706	3	26	2	11.0			
2558.580848	1.1913404	3	27	2	14.0			
2559.78051	1.1914742	3	28	2	20.0			
2560.980344	1.1914942	3	29	2	15.0			
2562.180241	1.1914185	3	30	2	21.0			
2563.380013	1.1914654	3	31	2	22.0			
2564.579913	1.1914022	3	32	2	24.0			
2565.779646	1.191503	3	33	2	8.0			
2566.97948	1.1914507	3	34	2	17.0			
2568.179318	1.1914954	3	35	2	23.0			
2569.379146	1.1914994	3	36	2	3.0			
2570.578977	1.1914939	3	37	2	25.0			
2571.778791	1.1915062	3	38	2	3.0			
2572.978761	1.19135	3	39	2	17.0			
2574.178548	1.1914022	3	40	2	4.0			
2575.378282	1.1914815	3	41	2	12.0			
2576.578236	1.1913844	3	42	2	13.0			
2577.77795	1.1914842	3	43	2	12.0			
2578.977756	1.1915048	3	44	2	5.0			
2580.177729	1.1913606	3	45	2	15.0			
2581.377412	1.1914884	3	46	2	20.0			
2582.577234	1.1915098	3	47	2	1.0			
2583.777075	1.1914779	3	48	2	4.0			
2584.976887	1.1915264	3	49	2	10.0			
2586.176723	1.1914904	3	50	2	13.0			
2587.37654	1.1914991	3	51	2	9.0			
2588.576384	5.9908134	3	52	1	13.0			
2594.575529	1.1914832	3	53	3		2.0	14.0	
2595.775416	1.1914207	3	54	3		1.0	2.0	
2596.975173	1.1916207	3	55	3		3.0	7.0	
2598.175234	1.191264065	3	56	3		1.0	18.0	
2599.374824	1.1915088	3	57	3		1.0	13.0	
2600.574658	1.1914855	3	58	3		2.0	1.0	
2601.774482	1.1915106	3	59	3		3.0	7.0	
2602.974319	1.1914841	3	60	3		3.0	15.0	
2604.174358	1.191260381	3	61	3		2.0	16.0	
2605.374025	1.1914426	3	62	3		3.0	6.0	
2606.573801	1.1914484	3	63	3		3.0	12.0	
2607.773602	1.191653	3	64	3		3.0	2.0	
2608.973598	1.1913264	3	65	3		3.0	8.0	
2610.173271	1.1914796	3	66	3		3.0	9.0	
2611.373084	1.1914951	3	67	3		1.0	14.0	
2612.572908	1.1914963	3	68	3		3.0	16.0	
2613.772739	1.1914909	3	69	3		2.0	10.0	
2614.972565	1.1914826	3	70	3		2.0	16.0	
2616.172369	1.1915372	3	71	3		3.0	1.0	
2617.372228	1.1914847	3	72	3		2.0	4.0	
2618.572165	1.1913613	3	73	3		2.0	13.0	
2619.771855	1.1915364	3	74	3		3.0	5.0	
2620.971843	1.1913774	3	75	3		2.0	17.0	
2622.171539	1.1914905	3	76	3		2.0	6.0	
2623.371416	1.1914315	3	77	3		1.0	16.0	
2624.571182	1.1914919	3	78	3		1.0	7.0	
2625.771009	1.1916388	3	79	3		2.0	4.0	
2626.970978	1.1913664	3	80	3		2.0	14.0	
2628.170675	1.1914584	3	81	3		3.0	8.0	
2629.370504	1.1914947	3	82	3		3.0	10.0	
2630.570328	1.1915104	3	83	3		3.0	14.0	
2631.770169	1.1914811	3	84	3		2.0	15.0	
2632.970125	1.191352	3	85	3		1.0	1.0	
