onset	duration	run_number	trial_number	trial_type	fixation_location	pursuit_amplitude	pursuit_angle	image_id
90473.16518	6.0102712	3	1	1	13.0			
90479.19225	1.1919252	3	2	2	24.0			
90480.39252	1.1920537	3	3	2	7.0			
90481.59291	1.1921131	3	4	2	18.0			
90482.80162	1.1921563	3	5	2	20.0			
90484.0104	1.1920285	3	6	2	1.0			
90485.21069	1.1921634	3	7	2	4.0			
90486.41125	1.1919301	3	8	2	9.0			
90487.61153	1.1921342	3	9	2	11.0			
90488.81206	1.1920318	3	10	2	17.0			
90490.01239	1.1920324	3	11	2	23.0			
90491.2128	1.1920546	3	12	2	12.0			
90492.41319	1.1920726	3	13	2	20.0			
90493.61359	1.19206	3	14	2	3.0			
90494.81406	1.1920687	3	15	2	10.0			
90496.01436	1.1921015	3	16	2	16.0			
90497.2148	1.1920121	3	17	2	21.0			
90498.41517	1.1920511	3	18	2	9.0			
90499.61559	1.192144	3	19	2	6.0			
90500.81598	1.1920709	3	20	2	15.0			
90502.0165	1.1919007	3	21	2	3.0			
90503.21674	1.1921159	3	22	2	16.0			
90504.41716	1.1920979	3	23	2	8.0			
90505.61766	1.1920002	3	24	2	18.0			
90506.81799	1.1920687	3	25	2	25.0			
90508.0185	1.1919614	3	26	2	24.0			
90509.21885	1.1920879	3	27	2	13.0			
90510.41929	1.1919377	3	28	2	12.0			
90511.61957	1.1920928	3	29	2	6.0			
90512.82036	1.1917068	3	30	2	13.0			
90514.02034	1.1921261	3	31	2	17.0			
90515.2208	1.1920602	3	32	2	19.0			
90516.42118	1.1920387	3	33	2	22.0			
90517.62169	1.1919458	3	34	2	14.0			
90518.82211	1.1919042	3	35	2	23.0			
90520.02241	1.1920634	3	36	2	5.0			
90521.22285	1.1919778	3	37	2	2.0			
90522.42327	1.1919548	3	38	2	11.0			
90523.62357	1.1920924	3	39	2	7.0			
90524.82409	1.1918959	3	40	2	10.0			
90526.02449	1.192022	3	41	2	15.0			
90527.22486	1.1919672	3	42	2	19.0			
90528.42531	1.1919245	3	43	2	21.0			
90529.62561	1.1920072	3	44	2	2.0			
90530.82611	1.1919432	3	45	2	4.0			
90532.02641	1.192016	3	46	2	5.0			
90533.22684	1.1920271	3	47	2	25.0			
90534.42725	1.1919779	3	48	2	14.0			
90535.62767	1.19195	3	49	2	22.0			
90536.82797	1.1920662	3	50	2	1.0			
90538.02837	1.1920894	3	51	2	8.0			
90539.22888	5.9935389	3	52	1	13.0			
90545.23081	1.1920356	3	53	3		3.0	7.0	
90546.43955	1.1920538	3	54	3		1.0	1.0	
90547.64005	1.1919483	3	55	3		1.0	9.0	
90548.84035	1.1920775	3	56	3		3.0	17.0	
90550.04909	1.1920457	3	57	3		3.0	2.0	
90551.24959	1.1919311	3	58	3		1.0	11.0	
90552.44998	1.191959	3	59	3		1.0	15.0	
90553.65025	1.1920916	3	60	3		2.0	13.0	
90554.85068	1.1920953	3	61	3		1.0	18.0	
90556.05108	1.1921507	3	62	3		1.0	8.0	
